patent_id,inventor_id,name,location_id
12473350,fl:yu_ln:jin-51,Yu Jin,8cf85cbc-49af-11ed-9879-1234bde3cd05
9781803,fl:ge_ln:brandes-2,George R. Brandes,04726932-16c8-11ed-9b5f-1234bde3cd05
D852071,fl:ia_ln:schon-2,Ian Schon,0bfb9733-16c8-11ed-9b5f-1234bde3cd05
8950203,fl:bj_ln:giertz-1,Björn Giertz,87702064-49af-11ed-9879-1234bde3cd05
10976771,00p53xhmj7all5legtnt1z37w,Lale Batirbek,0aa08016-16c8-11ed-9b5f-1234bde3cd05
11541322,fl:ba_ln:parviz-1,Babak Parviz,5836da24-16c8-11ed-9b5f-1234bde3cd05
10908468,fl:ya_ln:jang-5,Yanggyu Jang,7638d794-16c8-11ed-9b5f-1234bde3cd05
11115906,fl:l._ln:crouthamel-1,L. Robert Crouthamel,7db86d41-16c8-11ed-9b5f-1234bde3cd05
12034569,fl:ro_ln:abele-1,Robert Williams Abele,fe1dd7c7-16c7-11ed-9b5f-1234bde3cd05
12405722,fl:ka_ln:neubert-1,Katharine Neubert,816d3b77-16c8-11ed-9b5f-1234bde3cd05
11747561,fl:ky_ln:preston-1,Kyle Preston,0e5fae5e-16c8-11ed-9b5f-1234bde3cd05
12297316,fl:ah_ln:abuelyaman-1,Ahmed S. Abuelyaman,6504f9e2-49af-11ed-9879-1234bde3cd05
12326199,fl:bo_ln:frenkel-1,Boris Frenkel,1352bcd1-16c8-11ed-9b5f-1234bde3cd05
D1011978,fl:er_ln:fisher-7,Eric Fisher,ea7e80af-16c7-11ed-9b5f-1234bde3cd05
D749002,fl:ga_ln:amit-4,Gadi Amit,1416ed85-16c8-11ed-9b5f-1234bde3cd05
11462541,fl:tr_ln:lajoie-1,Travis W. Lajoie,c77c1f16-16c7-11ed-9b5f-1234bde3cd05
10058288,fl:ch_ln:deng-111,Chunlian Deng,93778f03-16c8-11ed-9b5f-1234bde3cd05
11047207,fl:ne_ln:deolalikar-1,Neelesh Deolalikar,4e49a0a0-16c8-11ed-9b5f-1234bde3cd05
9178612,fl:ma_ln:salsi-1,Massimiliano Salsi,48f63341-16c8-11ed-9b5f-1234bde3cd05
10376768,fl:je_ln:komlos-1,Jedd Komlos,99a9a88c-16c8-11ed-9b5f-1234bde3cd05
11368290,fl:ia_ln:meyer-1,Ian Thomas Meyer,4affd925-16c8-11ed-9b5f-1234bde3cd05
10465225,fl:fr_ln:pinston-1,Frédéric Pinston,44dc94f0-16c8-11ed-9b5f-1234bde3cd05
9074031,fl:sa_ln:watanabe-9,Satoshi Watanabe,a05a762e-16c8-11ed-9b5f-1234bde3cd05
11181497,fl:ro_ln:riches-2,Ross A. Riches,8a896421-16c8-11ed-9b5f-1234bde3cd05
12200387,fl:ji_ln:wang-273,Jia-Shyang Wang,93337bf2-49af-11ed-9879-1234bde3cd05
D996456,fl:ma_ln:baluja-1,Manisha Dahiya Baluja,ff6aaf1e-16c7-11ed-9b5f-1234bde3cd05
11669826,fl:er_ln:monti-1,Eric Monti,4affd925-16c8-11ed-9b5f-1234bde3cd05
9556522,fl:an_ln:kaszuba-3,Andrzej Kaszuba,13f05eea-16c8-11ed-9b5f-1234bde3cd05
9434677,fl:pu_ln:chan-11,Pui-Kwong Chan,d68ecbd3-16c7-11ed-9b5f-1234bde3cd05
D1002987,fl:ch_ln:shen-302,Christopher Shen,de4009e3-16c7-11ed-9b5f-1234bde3cd05
12038263,fl:se_ln:cuvelier-1,Sebastien Antoine Yves Cuvelier,962ee8e5-49af-11ed-9879-1234bde3cd05
12401826,fl:xi_ln:xu-350,Xiaozhong XU,ff662e2f-16c7-11ed-9b5f-1234bde3cd05
12152423,fl:jo_ln:vonaesch-1,Jonas Vonaesch,8b49237b-16c8-11ed-9b5f-1234bde3cd05
12068829,fl:si_ln:narasareddy-1,Sivaguru Narasareddy,1893009c-16c8-11ed-9b5f-1234bde3cd05
9619790,fl:do_ln:porter-17,Douglas Porter,b80017ec-16c7-11ed-9b5f-1234bde3cd05
10726361,fl:yi_ln:rui-1,Yin Rui,3b444e27-16c8-11ed-9b5f-1234bde3cd05
12391137,fl:do_ln:lee-501,Dongyoung Lee,1aeb3c64-16c8-11ed-9b5f-1234bde3cd05
9256461,fl:ad_ln:kumar-14,Aditya Kumar,1811f8b9-16c8-11ed-9b5f-1234bde3cd05
9834441,fl:vi_ln:contini-4,Vincent J. Contini,f03a7bfb-16c7-11ed-9b5f-1234bde3cd05
12513546,fl:al_ln:cirik-1,Ali Cagatay Cirik,02f22888-16c8-11ed-9b5f-1234bde3cd05
11744800,fl:th_ln:ottoboni-1,Thomas B. Ottoboni,c6c58bd8-16c7-11ed-9b5f-1234bde3cd05
9810930,fl:do_ln:dunn-3,Douglas S. Dunn,d1c02932-16c7-11ed-9b5f-1234bde3cd05
12250073,fl:we_ln:han-98,Weitao Han,34b4f2d3-16c8-11ed-9b5f-1234bde3cd05
9393964,fl:be_ln:nefcy-2,Bernard D. Nefcy,edb0ba3d-16c7-11ed-9b5f-1234bde3cd05
12372249,fl:ch_ln:shen-271,Chunlei Shen,6d58dbd8-16c8-11ed-9b5f-1234bde3cd05
11996704,fl:ja_ln:park-351,Jaehyun Park,6d731d5e-49af-11ed-9879-1234bde3cd05
11800329,fl:c._ln:thomas-5,C. Douglass Thomas,c39d6412-16c7-11ed-9b5f-1234bde3cd05
10499861,fl:ce_ln:jenkins-1,Cesare Jenkins,c1927ee7-16c7-11ed-9b5f-1234bde3cd05
10550678,fl:ha_ln:banjar-1,Hattan M. Banjar,649439cf-16c8-11ed-9b5f-1234bde3cd05
10562858,fl:ta_ln:watanabe-91,Takashi Watanabe,1d2251c8-16c8-11ed-9b5f-1234bde3cd05
9727135,fl:ar_ln:ciptadi-1,Arridhana Ciptadi,ec2f0cf3-16c7-11ed-9b5f-1234bde3cd05
11213683,fl:sc_ln:brincat-1,Scott L. Brincat,099466fc-16c8-11ed-9b5f-1234bde3cd05
9295438,fl:te_ln:shimada-8,Tetsuo Shimada,932db238-16c8-11ed-9b5f-1234bde3cd05
9474396,fl:wi_ln:russell-8,"William Earl Russell, II",eb821db3-16c7-11ed-9b5f-1234bde3cd05
10192317,fl:ha_ln:lin-58,Han-Chang Lin,90d48008-16c8-11ed-9b5f-1234bde3cd05
11688797,fl:ch_ln:hung-227,Cheng-Lung Hung,90eaa921-16c8-11ed-9b5f-1234bde3cd05
9879263,fl:do_ln:chang-27,Donald Chang,198aaf14-16c8-11ed-9b5f-1234bde3cd05
9101081,fl:ma_ln:slaby-1,Matthew Richard Slaby,4e49a0a0-16c8-11ed-9b5f-1234bde3cd05
10594065,fl:we_ln:liong-1,Weng-Heng Liong,8801128f-16c8-11ed-9b5f-1234bde3cd05
11191545,fl:ja_ln:harris-4,Jason L. Harris,ec98aa6f-16c7-11ed-9b5f-1234bde3cd05
10207996,fl:ke_ln:parnell-1,Kenneth Mark Parnell,c7e703d7-16c7-11ed-9b5f-1234bde3cd05
D880122,fl:fl_ln:fick-1,Florian Josel Fick,f8d50f69-16c7-11ed-9b5f-1234bde3cd05
10086000,fl:wa_ln:sun-2,Wanying Sun,0e5a7d86-16c8-11ed-9b5f-1234bde3cd05
11248026,00pbz87j4072bv6haxji2t7dv,Charlotte Dalba-Fribert,4027393c-16c8-11ed-9b5f-1234bde3cd05
12500394,fl:yo_ln:tachikawa-4,YOSHITERU TACHIKAWA,971f011a-16c8-11ed-9b5f-1234bde3cd05
11491616,fl:pi_ln:xie-1,Pinhua Xie,0cce2faf-16c8-11ed-9b5f-1234bde3cd05
11074416,fl:sh_ln:li-303,Shao Chun Li,3b444e27-16c8-11ed-9b5f-1234bde3cd05
12439469,fl:ti_ln:bai-8,Tianyang Bai,0e262fe5-16c8-11ed-9b5f-1234bde3cd05
D848451,fl:ma_ln:rogers-44,March Rogers,816cf2b5-16c8-11ed-9b5f-1234bde3cd05
12361258,fl:zh_ln:zhang-438,Zhao Zhang,3b444e27-16c8-11ed-9b5f-1234bde3cd05
11528345,fl:we_ln:wang-485,Weiguang Wang,8cf85cbc-49af-11ed-9879-1234bde3cd05
11509388,fl:do_ln:rainish-1,Doron Rainish,143630e6-16c8-11ed-9b5f-1234bde3cd05
8983069,fl:ka_ln:wehefritz-1,Karsten Wehefritz,90fc5049-16c8-11ed-9b5f-1234bde3cd05
10118945,fl:ru_ln:entwistle-1,Ruth Entwistle,ce284d97-16c7-11ed-9b5f-1234bde3cd05
10466485,fl:mi_ln:zhou-45,Mingcai ZHOU,3b444e27-16c8-11ed-9b5f-1234bde3cd05
10566644,fl:ta_ln:ito-10,Takefumi Ito,8d09bc30-16c8-11ed-9b5f-1234bde3cd05
10529902,fl:ra_ln:aldaz-1,Rafael Aldaz,c3f6bfd4-16c7-11ed-9b5f-1234bde3cd05
12096591,fl:su_ln:jeong-34,Sun-Young Jeong,3eea8bf8-16c8-11ed-9b5f-1234bde3cd05
11646849,fl:xi_ln:hou-90,Xiaolin Hou,3b444e27-16c8-11ed-9b5f-1234bde3cd05
12360368,fl:af_ln:jamali-1,Afsoon Jamali,816d1200-16c8-11ed-9b5f-1234bde3cd05
9005111,fl:ga_ln:rocheleau-1,Gary A. Rocheleau,e029b435-16c7-11ed-9b5f-1234bde3cd05
9949901,fl:to_ln:thompson-10,Todd Ryan Thompson,f1928384-16c7-11ed-9b5f-1234bde3cd05
11062599,fl:yo_ln:ohe-1,Yoshihiro Ohe,1c0a3d5a-16c8-11ed-9b5f-1234bde3cd05
12077502,fl:sa_ln:garad-1,Sapna Makhija Garad,0c07dd89-16c8-11ed-9b5f-1234bde3cd05
10710936,fl:xi_ln:lin-203,Xinping Lin,93778f03-16c8-11ed-9b5f-1234bde3cd05
9186417,fl:an_ln:maymasnou-1,Anna May-Masnou,e070fd5c-16c7-11ed-9b5f-1234bde3cd05
11957636,fl:su_ln:ahn-38,Sunghwan Ahn,1aeb3c64-16c8-11ed-9b5f-1234bde3cd05
10195895,fl:cr_ln:richard-1,Craig Richard,0837e469-16c8-11ed-9b5f-1234bde3cd05
11925331,fl:ch_ln:gonsowski-1,Charles T. Gonsowski,c1fc4ca2-16c7-11ed-9b5f-1234bde3cd05
11070322,fl:ho_ln:he-12,Hong He,c59ba8f0-16c7-11ed-9b5f-1234bde3cd05
D1062370,fl:ma_ln:asano-37,Masato Asano,9defebc5-16c8-11ed-9b5f-1234bde3cd05
11064714,fl:ma_ln:wasemiller-1,Matthew M. Wasemiller,c3f68153-16c7-11ed-9b5f-1234bde3cd05
11032381,fl:al_ln:feiguine-1,Alexandra Feiguine,73b20737-16c8-11ed-9b5f-1234bde3cd05
10753809,fl:gi_ln:mastrogiacomo-1,Giovanni Mastrogiacomo,27196ff2-16c8-11ed-9b5f-1234bde3cd05
10652475,fl:mi_ln:bleyer-1,Michael Bleyer,5836da24-16c8-11ed-9b5f-1234bde3cd05
12433907,fl:gr_ln:chen-7,Grace Chen,e5a59693-16c7-11ed-9b5f-1234bde3cd05
10702021,fl:ad_ln:thuss-1,Adam Thuss,12c9bbe6-16c8-11ed-9b5f-1234bde3cd05
10681182,fl:do_ln:hall-9,Douglas A. Hall,c92f0cfa-16c7-11ed-9b5f-1234bde3cd05
10664044,fl:ma_ln:takano-42,Masahide Takano,7ec176d7-16c8-11ed-9b5f-1234bde3cd05
9000220,fl:an_ln:christiansen-4,Andrea Christiansen,91bbd5c7-16c8-11ed-9b5f-1234bde3cd05
10553869,fl:al_ln:hou-4,Alice Yue Hou,4c7a9f37-16c8-11ed-9b5f-1234bde3cd05
11298947,fl:yo_ln:shimizu-24,Yoshiaki Shimizu,7ec176d7-16c8-11ed-9b5f-1234bde3cd05
9581527,fl:na_ln:kim-367,Namyong Kim,a26e22db-16c8-11ed-9b5f-1234bde3cd05
11446250,fl:mi_ln:wiggenhorn-2,Michael Wiggenhorn,145cee04-16c8-11ed-9b5f-1234bde3cd05
11883194,fl:th_ln:balkin-1,Thomas J. Balkin,fbad5ffb-16c7-11ed-9b5f-1234bde3cd05
12357136,fl:jo_ln:mantes-1,Jonathan M. Mantes,652c09a0-49af-11ed-9879-1234bde3cd05
11007790,fl:ta_ln:yoshida-96,Takeshi Yoshida,9da35254-16c8-11ed-9b5f-1234bde3cd05
9308120,fl:ri_ln:anderson-3,Richard Rox Anderson,0712f582-16c8-11ed-9b5f-1234bde3cd05
D789918,fl:yo_ln:jun-48,Young-Joong Jun,1aeb3c64-16c8-11ed-9b5f-1234bde3cd05
10387782,fl:ta_ln:nakamura-69,Takatoshi Nakamura,42f90495-16c8-11ed-9b5f-1234bde3cd05
12102520,fl:au_ln:felix-1,Augustus Felix,669002d5-49af-11ed-9879-1234bde3cd05
10317362,fl:de_ln:suckau-1,Detlev Suckau,73c8b6d9-16c8-11ed-9b5f-1234bde3cd05
9858780,fl:sa_ln:czaplewski-1,Sarah K. Czaplewski,df5dffc5-16c7-11ed-9b5f-1234bde3cd05
10803117,fl:mi_ln:fukino-1,Miwa Fukino,42f90495-16c8-11ed-9b5f-1234bde3cd05
11035070,fl:gu_ln:stormo-1,GUY STORMO,e7bd4c12-16c7-11ed-9b5f-1234bde3cd05
9797180,fl:mu_ln:hodza-1,Muamer Hodza,f8bc137b-16c7-11ed-9b5f-1234bde3cd05
9539678,fl:aa_ln:call-1,Aaron M. Call,60eb95ab-16c8-11ed-9b5f-1234bde3cd05
10946358,fl:xu_ln:han-9,Xu Han,3b444e27-16c8-11ed-9b5f-1234bde3cd05
10242411,fl:an_ln:laitala-1,Antti Oskari Laitala,bab12027-16c7-11ed-9b5f-1234bde3cd05
10652634,fl:su_ln:lamar-1,Suzanna J. LaMar,1893009c-16c8-11ed-9b5f-1234bde3cd05
12201905,fl:ts_ln:umeki-3,Tsubasa Umeki,34b4468e-16c8-11ed-9b5f-1234bde3cd05
10250421,fl:su_ln:hong-263,Sungryong Hong,1aeb3c64-16c8-11ed-9b5f-1234bde3cd05
D752136,fl:sh_ln:otani-19,Shinichi Otani,42f90495-16c8-11ed-9b5f-1234bde3cd05
10449472,fl:yo_ln:kim-138,Yong-Keun Kim,9895ee55-16c8-11ed-9b5f-1234bde3cd05
12131728,fl:ch_ln:pang-61,Chao Pang,3b444e27-16c8-11ed-9b5f-1234bde3cd05
10024682,fl:ma_ln:vanos-3,Marcel Van Os,4affd925-16c8-11ed-9b5f-1234bde3cd05
9720137,fl:go_ln:kuwamura-1,Goro Kuwamura,6de5356f-16c8-11ed-9b5f-1234bde3cd05
12309522,fl:je_ln:nilsson-3,Jessica Nilsson,4d375dc7-16c8-11ed-9b5f-1234bde3cd05
11014124,fl:ro_ln:maman-1,Roy Maman,1e9d679f-16c8-11ed-9b5f-1234bde3cd05
D1068588,fl:jo_ln:brewer-9,Jordan Christopher Brewer,c94e1442-16c7-11ed-9b5f-1234bde3cd05
D736577,fl:ja_ln:perkins-6,Jay F. Perkins,f192b6b0-16c7-11ed-9b5f-1234bde3cd05
11720850,fl:di_ln:gupta-17,Dipal Patel Gupta,8166556b-16c8-11ed-9b5f-1234bde3cd05
10405597,fl:er_ln:sommers-1,Eric T. Sommers,1aa73155-16c8-11ed-9b5f-1234bde3cd05
9585676,fl:ro_ln:russo-1,Robert Scott Russo,02bfdd25-16c8-11ed-9b5f-1234bde3cd05
D958636,fl:da_ln:aguilar-6,David Aguilar,c54b3680-16c7-11ed-9b5f-1234bde3cd05
11532277,fl:ma_ln:nishio-14,Masaaki Nishio,8a6b93a0-16c8-11ed-9b5f-1234bde3cd05
D997851,fl:my_ln:lee-173,Myungjoong Lee,6d731d5e-49af-11ed-9879-1234bde3cd05
11793551,fl:he_ln:koller-1,Heiko Koller,680f26f0-49af-11ed-9879-1234bde3cd05
11890489,fl:jo_ln:kulinets-1,Joseph M. Kulinets,c2b9a49f-16c7-11ed-9b5f-1234bde3cd05
11579648,fl:hi_ln:fujiwara-14,Hidehiro Fujiwara,90eaa921-16c8-11ed-9b5f-1234bde3cd05
11598364,fl:tr_ln:hockenhull-1,Tracy Hockenhull,d948ed80-16c7-11ed-9b5f-1234bde3cd05
11724413,fl:em_ln:doberstein-1,Emily C. Doberstein,1893009c-16c8-11ed-9b5f-1234bde3cd05
9922832,fl:ch_ln:jiang-91,Chao Jiang,8801128f-16c8-11ed-9b5f-1234bde3cd05
12199331,fl:ki_ln:lee-139,Ki Hong Lee,1aeb3c64-16c8-11ed-9b5f-1234bde3cd05
10637223,fl:ro_ln:newill-1,Roger Fulton Newill,1d3eae9b-16c8-11ed-9b5f-1234bde3cd05
9827878,fl:ko_ln:taniguchi-18,Kosuke TANIGUCHI,4b0034da-16c8-11ed-9b5f-1234bde3cd05
9300661,fl:ro_ln:philpott-2,Robert S. Philpott,0e7bcf95-16c8-11ed-9b5f-1234bde3cd05
11423887,fl:jo_ln:bondaryk-1,Joseph Bondaryk,0712f582-16c8-11ed-9b5f-1234bde3cd05
9555230,fl:kl_ln:kleve-1,Klaus Kleve,26d43548-16c8-11ed-9b5f-1234bde3cd05
10262983,fl:ma_ln:kato-72,Masaki Kato,a26e22db-16c8-11ed-9b5f-1234bde3cd05
10839148,fl:ca_ln:neylan-1,Catherine W. Neylan,5836da24-16c8-11ed-9b5f-1234bde3cd05
10850629,fl:va_ln:miftakhov-1,Valery Miftakhov,c324ce6e-16c7-11ed-9b5f-1234bde3cd05
10842429,fl:ha_ln:kinnunen-3,Hannu Kinnunen,554a004d-16c8-11ed-9b5f-1234bde3cd05
10726516,fl:zh_ln:hong-46,Zhou Hong,c6a61746-16c7-11ed-9b5f-1234bde3cd05
12412251,fl:sa_ln:garlapati-1,Sai Snehith Garlapati,68a4ea01-16c8-11ed-9b5f-1234bde3cd05
9883781,fl:wa_ln:conrad-2,Wayne Ernest Conrad,1f9c8a6d-16c8-11ed-9b5f-1234bde3cd05
11579871,fl:mi_ln:girkar-1,Milind B. Girkar,c59ba8f0-16c7-11ed-9b5f-1234bde3cd05
D873207,fl:gu_ln:royat-1,Guillaume Royat,47c80003-16c8-11ed-9b5f-1234bde3cd05
9551843,fl:ya_ln:koike-5,Yasuhiro Koike,1d2251c8-16c8-11ed-9b5f-1234bde3cd05
D952152,fl:ri_ln:hunt-3,Richard David Hunt,5d0d1602-16c8-11ed-9b5f-1234bde3cd05
10973934,fl:ro_ln:napolitano-1,Roberta NAPOLITANO,962c010a-16c8-11ed-9b5f-1234bde3cd05
9753694,fl:pa_ln:lall-1,Pathik Sunil Lall,04726932-16c8-11ed-9b5f-1234bde3cd05
10254122,fl:re_ln:bryant-5,Reginald Bryant,4f5c7872-16c8-11ed-9b5f-1234bde3cd05
10696952,fl:gi_ln:nichols-1,Gina Nichols,816d1ecf-16c8-11ed-9b5f-1234bde3cd05
12431619,fl:we_ln:zhou-46,Weisi Zhou,3b444e27-16c8-11ed-9b5f-1234bde3cd05
12254609,fl:yu_ln:miyagawa-6,Yusuke Miyagawa,42f90495-16c8-11ed-9b5f-1234bde3cd05
11506456,fl:ta_ln:gu-3,Tae-June Gu,1972c404-16c8-11ed-9b5f-1234bde3cd05
12502726,fl:ti_ln:haynie-1,Timothy J. Haynie,eb47769a-16c7-11ed-9b5f-1234bde3cd05
10746619,fl:sh_ln:cn-1,Shivakumar CN,371ed099-16c8-11ed-9b5f-1234bde3cd05
10596172,fl:wi_ln:westlin-2,"William Frederick Westlin, III",3a257802-16c8-11ed-9b5f-1234bde3cd05
10089343,fl:pa_ln:azoulay-2,Patrick Azoulay,173808ad-16c8-11ed-9b5f-1234bde3cd05
12415235,fl:al_ln:voronov-2,Alexander Voronov,755a6338-16c8-11ed-9b5f-1234bde3cd05
12170699,fl:ju_ln:koehler-1,Juergen Koehler,2c0573f6-16c8-11ed-9b5f-1234bde3cd05
D939214,fl:bi_ln:soodi-1,Birk Söödi,8977be8c-16c8-11ed-9b5f-1234bde3cd05
9983970,fl:st_ln:hanson-26,Stephen Hanson,c0586ba0-16c7-11ed-9b5f-1234bde3cd05
9178717,fl:an_ln:ruble-1,Andrew T. Ruble,e3ef57fa-16c7-11ed-9b5f-1234bde3cd05
D1031998,fl:as_ln:moy-2,Ashley Sue Moy,e1c05366-16c7-11ed-9b5f-1234bde3cd05
12064725,fl:ra_ln:custelcean-1,Radu Custelcean,f7ccd9fe-16c7-11ed-9b5f-1234bde3cd05
9107744,fl:ti_ln:stringer-1,Timothy T. Stringer,222a225b-16c8-11ed-9b5f-1234bde3cd05
10863018,fl:pi_ln:demaj-1,Pierre Demaj,14a49161-16c8-11ed-9b5f-1234bde3cd05
9054674,fl:ju_ln:tsutsumi-3,Jun Tsutsumi,42f90495-16c8-11ed-9b5f-1234bde3cd05
11283513,fl:hi_ln:kanemoto-7,Hideki Kanemoto,1d2251c8-16c8-11ed-9b5f-1234bde3cd05
D833419,fl:sh_ln:araki-28,Shohei Araki,1d2251c8-16c8-11ed-9b5f-1234bde3cd05
11887243,fl:ka_ln:vaidyanathan-6,Karthik Vaidyanathan,4affd925-16c8-11ed-9b5f-1234bde3cd05
9123102,fl:to_ln:mitsunaga-8,Tomoo Mitsunaga,1d2251c8-16c8-11ed-9b5f-1234bde3cd05
12149497,fl:pa_ln:shustak-1,Paul Shustak,15c69712-16c8-11ed-9b5f-1234bde3cd05
9121276,fl:de_ln:pax-1,Dennis D. Pax,ef5e9331-16c7-11ed-9b5f-1234bde3cd05
9747256,fl:ra_ln:kalyanaraman-5,Rajesh Kalyanaraman,68a4ea01-16c8-11ed-9b5f-1234bde3cd05
12489358,fl:we_ln:gao-137,Wenqiang Gao,35a7da9f-16c8-11ed-9b5f-1234bde3cd05
9165356,fl:at_ln:miyamoto-2,Atsushi Miyamoto,42f90495-16c8-11ed-9b5f-1234bde3cd05
12095507,fl:to_ln:hino-3,Tomoyuki Hino,42f90495-16c8-11ed-9b5f-1234bde3cd05
9141166,fl:ce_ln:quiroz-1,Cesar A. Quiroz,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
10251394,fl:wi_ln:lo-4,William C. Lo,e583f312-16c7-11ed-9b5f-1234bde3cd05
9153439,fl:mi_ln:moriyama-5,Miki Moriyama,8bf23367-16c8-11ed-9b5f-1234bde3cd05
9524178,fl:an_ln:jennings-4,Andrew T. Jennings,d047bc2e-16c7-11ed-9b5f-1234bde3cd05
D901970,fl:mi_ln:conti-4,Michael P. Conti,6eb0b365-16c8-11ed-9b5f-1234bde3cd05
12355716,fl:ka_ln:mantri-2,Kalpesh Kantilal Mantri,66b08924-49af-11ed-9879-1234bde3cd05
9990700,fl:he_ln:lejouan-1,Hervé Le Jouan,462fb46d-16c8-11ed-9b5f-1234bde3cd05
10576940,fl:he_ln:schafer-15,Henrik Schäfer,12f70934-16c8-11ed-9b5f-1234bde3cd05
11670208,fl:xi_ln:bao-63,Xiaojie Bao,843f4caa-49af-11ed-9879-1234bde3cd05
11377967,fl:je_ln:jacques-1,Jeffrey Michael Jacques,094f5f45-16c8-11ed-9b5f-1234bde3cd05
12505589,fl:am_ln:karunanidhi-1,Amritha Karunanidhi,9b51a99d-49af-11ed-9879-1234bde3cd05
11688660,fl:jo_ln:swan-2,Johanna M. Swan,c42a7d8e-16c7-11ed-9b5f-1234bde3cd05
11783250,fl:ja_ln:grant-13,James R. Grant,e30f6437-16c7-11ed-9b5f-1234bde3cd05
10593934,fl:an_ln:koo-1,Ann Koo,b86c5343-16c7-11ed-9b5f-1234bde3cd05
9683705,fl:mi_ln:cox-5,Michael John Henri Cox,42877d3a-16c8-11ed-9b5f-1234bde3cd05
11379221,fl:qi_ln:xu-145,Qian Xu,3b444e27-16c8-11ed-9b5f-1234bde3cd05
12373458,fl:t._ln:keahey-1,T. Alan Keahey,e5c418ab-16c7-11ed-9b5f-1234bde3cd05
12276168,fl:bo_ln:cherewyk-2,Boris P Cherewyk,5837b0cd-16c8-11ed-9b5f-1234bde3cd05
10522093,fl:er_ln:deng-6,Er-Lang Deng,90e7ba7e-16c8-11ed-9b5f-1234bde3cd05
10999728,fl:ho_ln:lin-10,Hou-Wei Lin,90eaa921-16c8-11ed-9b5f-1234bde3cd05
11771390,fl:th_ln:konig-5,Thomas König,f8d50f69-16c7-11ed-9b5f-1234bde3cd05
12332873,fl:re_ln:chandrasekaranvenka-1,Revathy Chandrasekaran Venka,f03a5d3c-16c7-11ed-9b5f-1234bde3cd05
12225319,fl:lu_ln:vangool-1,Luc Van Gool,bdfc06c7-16c7-11ed-9b5f-1234bde3cd05
12376319,fl:se_ln:ryu-7,Sei-Hyung Ryu,6d380d52-16c8-11ed-9b5f-1234bde3cd05
9329960,fl:an_ln:dasgupta-6,Angshuman Dasgupta,382d56bc-16c8-11ed-9b5f-1234bde3cd05
D955215,fl:be_ln:kozub-1,Benjamin Luke Kozub,4affd925-16c8-11ed-9b5f-1234bde3cd05
12191832,fl:ka_ln:kang-11,Kai Kang,91994cc9-49af-11ed-9879-1234bde3cd05
9964657,fl:da_ln:arnaud-2,Daniel Arnaud,452e8197-16c8-11ed-9b5f-1234bde3cd05
10673080,fl:kw_ln:choi-107,Kwangwook Choi,3eb30168-16c8-11ed-9b5f-1234bde3cd05
10365492,fl:ll_ln:holland-2,Lloyd Frederick Holland,40348409-16c8-11ed-9b5f-1234bde3cd05
10516424,fl:ji_ln:wang-888,Jinming Wang,35a7da9f-16c8-11ed-9b5f-1234bde3cd05
9171627,fl:pe_ln:lee-77,Peter Wung Lee,c39d6412-16c7-11ed-9b5f-1234bde3cd05
9460427,fl:ma_ln:fassiotto-1,Marco Fassiotto,3c1585e5-16c8-11ed-9b5f-1234bde3cd05
11677508,fl:ch_ln:liu-41,Chih-Hao Liu,1893009c-16c8-11ed-9b5f-1234bde3cd05
11126510,fl:ra_ln:padinjarelsomanathan-1,Ramanathan Padinjarel Somanathan,c402c9a6-16c7-11ed-9b5f-1234bde3cd05
9480399,fl:pe_ln:reimer-1,Peter Reimer,3c2a30de-16c8-11ed-9b5f-1234bde3cd05
10401682,fl:ji_ln:chen-247,Jia-Yuan Chen,90e8406b-16c8-11ed-9b5f-1234bde3cd05
9315976,fl:jo_ln:sawaski-1,Joel D. Sawaski,e0a8c424-16c7-11ed-9b5f-1234bde3cd05
12014768,fl:yi_ln:liu-137,Yi-Ching Liu,90eaa921-16c8-11ed-9b5f-1234bde3cd05
10163727,fl:ch_ln:hao-9,Ching-Chen Hao,90e8d862-16c8-11ed-9b5f-1234bde3cd05
12117347,fl:da_ln:kandel-2,Daniel Kandel,50d7a006-16c8-11ed-9b5f-1234bde3cd05
12233747,fl:ya_ln:song-28,Yantao Song,4ce21405-16c8-11ed-9b5f-1234bde3cd05
8941678,fl:an_ln:kurtz-4,Andrew F. Kurtz,fa3013dd-16c7-11ed-9b5f-1234bde3cd05
10927411,fl:da_ln:faber-1,David C. Faber,1aeb2157-16c8-11ed-9b5f-1234bde3cd05
11758675,fl:ki_ln:park-21,Ki Hoon Park,1aeb3c64-16c8-11ed-9b5f-1234bde3cd05
11487770,fl:mi_ln:grasselt-1,Mike W. Grasselt,9705e3ea-16c8-11ed-9b5f-1234bde3cd05
9032079,fl:ma_ln:appiah-2,Madan Mohan R. Appiah,816d1200-16c8-11ed-9b5f-1234bde3cd05
12494312,fl:bh_ln:kantharaj-1,Bharath Kantharaj,3a254c88-16c8-11ed-9b5f-1234bde3cd05
10154972,fl:al_ln:baron-5,Alain D. Baron,1893009c-16c8-11ed-9b5f-1234bde3cd05
9425742,fl:si_ln:hughes-4,Simon Andrew Hughes,e0d47481-16c7-11ed-9b5f-1234bde3cd05
11702964,fl:yo_ln:go-4,Young Gun Go,6e639a55-49af-11ed-9879-1234bde3cd05
11696744,fl:ye_ln:kim-362,Yeongseon Kim,3eb3274f-16c8-11ed-9b5f-1234bde3cd05
9276085,fl:xi_ln:ma-220,Xiaolong Ma,3b444e27-16c8-11ed-9b5f-1234bde3cd05
