patent_id,inventor_id,name,location_id
11048251,fl:ma_ln:wood-47,Matthew Shaw Wood,696f80f0-16c8-11ed-9b5f-1234bde3cd05
11683876,fl:ma_ln:dsouza-1,Malcolm Dsouza,875ba1b0-49af-11ed-9879-1234bde3cd05
D941377,fl:wi_ln:avent-1,William Avent,f03bb6d9-16c7-11ed-9b5f-1234bde3cd05
9804104,fl:sh_ln:hadad-1,Sharon Hadad,501de810-16c8-11ed-9b5f-1234bde3cd05
10386831,fl:ko_ln:iiyama-1,Koji Iiyama,1bce7c31-16c8-11ed-9b5f-1234bde3cd05
12256254,fl:ya_ln:tang-18,Yang Tang,13f05eea-16c8-11ed-9b5f-1234bde3cd05
10014593,fl:ru_ln:heeter-1,Russell J. Heeter,816d2d55-16c8-11ed-9b5f-1234bde3cd05
10715587,fl:ol_ln:pell-1,Oliver Pell,b38b1284-16c7-11ed-9b5f-1234bde3cd05
8936824,fl:ma_ln:schweizer-2,Martin Schweizer,8796a285-16c8-11ed-9b5f-1234bde3cd05
11238011,fl:ja_ln:morton-10,James Morton,5837049d-16c8-11ed-9b5f-1234bde3cd05
9696434,fl:zh_ln:wang-344,Zhengyan Wang,a3fb66e7-16c8-11ed-9b5f-1234bde3cd05
9899323,fl:ja_ln:sim-43,Jae-Hwang Sim,755a2aab-16c8-11ed-9b5f-1234bde3cd05
12285700,fl:ro_ln:rangel-3,Robert Antonio Rangel,64a4fd76-49af-11ed-9879-1234bde3cd05
10817504,fl:mi_ln:rahn-1,Mirko Rahn,2f6f9109-16c8-11ed-9b5f-1234bde3cd05
12140533,fl:an_ln:lotz-1,Anne Lotz,8e74f6d2-49af-11ed-9879-1234bde3cd05
9406553,fl:sa_ln:ahn-101,Sanghoon Ahn,6c4b5b92-16c8-11ed-9b5f-1234bde3cd05
D1069693,fl:wa_ln:nemeh-1,Wadi Nemeh,edfa216f-16c7-11ed-9b5f-1234bde3cd05
10555253,fl:pe_ln:leis-1,Peter Leis,388666b2-16c8-11ed-9b5f-1234bde3cd05
12422933,fl:er_ln:azemi-1,Erdrin Azemi,1416ed85-16c8-11ed-9b5f-1234bde3cd05
11568058,fl:ma_ln:orth-4,Magann Orth,5a83681b-16c8-11ed-9b5f-1234bde3cd05
10833003,fl:we_ln:lan-2,Wen-Ting Lan,90eaa921-16c8-11ed-9b5f-1234bde3cd05
12072400,fl:da_ln:hensley-2,Daniel Hensley,c7f663aa-16c7-11ed-9b5f-1234bde3cd05
9285282,fl:ma_ln:dobson-1,Mark R. Dobson,f6a19363-16c7-11ed-9b5f-1234bde3cd05
11016488,fl:mi_ln:wang-341,Mingxi Wang,93778f03-16c8-11ed-9b5f-1234bde3cd05
10088300,fl:iv_ln:arango-1,Iván D. Arango,69aa08f4-16c8-11ed-9b5f-1234bde3cd05
D797220,fl:xi_ln:chen-77,Xiaojian Chen,c6929fc0-16c7-11ed-9b5f-1234bde3cd05
10721030,fl:jo_ln:ahn-116,Joon Kui Ahn,1aeb68dd-16c8-11ed-9b5f-1234bde3cd05
10019139,fl:mi_ln:smith-93,Michael D. Smith,5836da24-16c8-11ed-9b5f-1234bde3cd05
10400694,fl:ta_ln:suzuki-79,Takashi Suzuki,5e63a8fc-16c8-11ed-9b5f-1234bde3cd05
9683981,fl:an_ln:vilkov-1,Andrey N. Vilkov,b7fdc2c4-16c7-11ed-9b5f-1234bde3cd05
11753782,fl:mi_ln:lawson-3,Michael Carmen Lawson,d2d10c2d-16c7-11ed-9b5f-1234bde3cd05
9994947,fl:gr_ln:lundeen-2,Gregory Lundeen,d03ed014-16c7-11ed-9b5f-1234bde3cd05
10143973,fl:ma_ln:kosuri-1,Madhava R. Kosuri,0471fb41-16c8-11ed-9b5f-1234bde3cd05
9357799,fl:lu_ln:benedetti-1,Luca Benedetti,9c51e6f8-16c8-11ed-9b5f-1234bde3cd05
9729175,fl:ya_ln:tang-18,Yang Tang,c3f6bfd4-16c7-11ed-9b5f-1234bde3cd05
10572986,fl:mi_ln:chen-255,Ming Chen,3b444e27-16c8-11ed-9b5f-1234bde3cd05
11926988,fl:pa_ln:mulligan-2,Patrick J. Mulligan,c91b354d-16c7-11ed-9b5f-1234bde3cd05
12096814,fl:ro_ln:descrovi-1,Roberta Descrovi,b38b1284-16c7-11ed-9b5f-1234bde3cd05
11026259,fl:ji_ln:yu-367,Jian Yu,93778f03-16c8-11ed-9b5f-1234bde3cd05
12043843,fl:me_ln:allen-2,Melanie Ruth ALLEN,099466fc-16c8-11ed-9b5f-1234bde3cd05
11239375,fl:he_ln:froehlich-2,Heiko Froehlich,a3caa46c-16c8-11ed-9b5f-1234bde3cd05
10760646,fl:sh_ln:tanaka-28,Shuhei Tanaka,9defebc5-16c8-11ed-9b5f-1234bde3cd05
9824518,fl:sh_ln:wakasa-1,Shigeki Wakasa,1d2251c8-16c8-11ed-9b5f-1234bde3cd05
D1082312,fl:yu_ln:xiao-62,Yungen Xiao,35e91fe9-16c8-11ed-9b5f-1234bde3cd05
10233722,fl:hu_ln:li-140,Hua Li,4b6a6f27-16c8-11ed-9b5f-1234bde3cd05
10024117,fl:ch_ln:drenth-2,Christopher L. Drenth,f8bbfb42-16c7-11ed-9b5f-1234bde3cd05
9589597,fl:ja_ln:pinkava-1,Jan J. Pinkava,12c9bbe6-16c8-11ed-9b5f-1234bde3cd05
10035882,fl:ru_ln:wojtecki-2,Rudy J. Wojtecki,13f05eea-16c8-11ed-9b5f-1234bde3cd05
D989916,fl:ke_ln:foster-1,Kelcy Jake Foster,d20d9753-16c7-11ed-9b5f-1234bde3cd05
D968956,003g2qbzflf1q341b9bpeaec0,Nataliya Dolhova,1831a2a8-16c8-11ed-9b5f-1234bde3cd05
10255806,fl:ha_ln:sogabe-2,Haruhiko Sogabe,8bf15d99-16c8-11ed-9b5f-1234bde3cd05
10291035,fl:ja_ln:gill-22,Jaspal S. Gill,c1c16372-16c7-11ed-9b5f-1234bde3cd05
11563440,fl:ke_ln:ryu-8,Kee Ho Ryu,755a6338-16c8-11ed-9b5f-1234bde3cd05
12181490,fl:xi_ln:ma-115,Xinyu Ma,6493a49b-16c8-11ed-9b5f-1234bde3cd05
9706451,fl:si_ln:mohan-2,Siddharth Mohan,1893009c-16c8-11ed-9b5f-1234bde3cd05
11374586,fl:be_ln:long-8,Benjamin John Oliver Long,a7e83073-16c8-11ed-9b5f-1234bde3cd05
11873762,fl:ti_ln:fuesting-1,Timothy Paul Fuesting,eb82456e-16c7-11ed-9b5f-1234bde3cd05
11098911,fl:am_ln:joshi-12,Amol P. Joshi,cdfcff72-16c7-11ed-9b5f-1234bde3cd05
10381204,fl:sh_ln:tanaka-59,Shukichi Tanaka,42f90495-16c8-11ed-9b5f-1234bde3cd05
8994987,fl:ch_ln:graf-5,Charles T. Graf,e4115a70-16c7-11ed-9b5f-1234bde3cd05
11516910,fl:ka_ln:yang-86,Kai-Ming Yang,9283ddc7-49af-11ed-9879-1234bde3cd05
9199466,fl:do_ln:herrmann-3,Douglas K. Herrmann,fa04335b-16c7-11ed-9b5f-1234bde3cd05
10040763,fl:pu_ln:giri-1,Punam Giri,69514fd8-16c8-11ed-9b5f-1234bde3cd05
10605223,fl:fe_ln:elefant-1,Felix Elefant,461ad8f1-16c8-11ed-9b5f-1234bde3cd05
8991538,fl:th_ln:scherzinger-2,Theodore Joseph Scherzinger,816d2d55-16c8-11ed-9b5f-1234bde3cd05
11593234,fl:an_ln:agarwal-24,Anant Agarwal,13f05eea-16c8-11ed-9b5f-1234bde3cd05
9733602,fl:ma_ln:oki-13,Makoto Oki,932dc780-16c8-11ed-9b5f-1234bde3cd05
12376914,fl:it_ln:bustan-1,Itamar Bustan,50dbbcbf-16c8-11ed-9b5f-1234bde3cd05
10155859,fl:my_ln:sumague-1,Myra Sumague,5a423e8b-16c8-11ed-9b5f-1234bde3cd05
9660179,fl:na_ln:marchack-1,Nathan P. Marchack,09e19e20-16c8-11ed-9b5f-1234bde3cd05
10550077,fl:ge_ln:fremy-1,Georges Fremy,71be3e3f-16c8-11ed-9b5f-1234bde3cd05
10237625,fl:an_ln:ruia-1,Anil K. Ruia,8166556b-16c8-11ed-9b5f-1234bde3cd05
10254068,fl:jo_ln:piemme-1,Jobe Piemme,5d41b4b8-16c8-11ed-9b5f-1234bde3cd05
9611966,fl:cl_ln:boelter-1,Claus H.H. Boelter,f7ce4fd2-16c7-11ed-9b5f-1234bde3cd05
9407380,fl:er_ln:valentine-2,Eric Valentine,c8ea0862-16c7-11ed-9b5f-1234bde3cd05
10488650,fl:fr_ln:schatz-4,Frank Schatz,224fe84a-16c8-11ed-9b5f-1234bde3cd05
10440821,fl:yo_ln:you-9,Young Sun You,1aeb3c64-16c8-11ed-9b5f-1234bde3cd05
12483028,fl:ca_ln:yang-24,Cai Yang,35a7da9f-16c8-11ed-9b5f-1234bde3cd05
11640951,fl:yu_ln:cho-60,Yunrae Cho,6e3b1079-49af-11ed-9879-1234bde3cd05
11468481,fl:sh_ln:doshi-1,Shreyas Doshi,a26e2a3b-16c8-11ed-9b5f-1234bde3cd05
9162210,fl:jo_ln:lee-413,Jong Ku Lee,3eb30168-16c8-11ed-9b5f-1234bde3cd05
11605051,fl:ji_ln:estill-1,Jim Estill,6d7d39f1-16c8-11ed-9b5f-1234bde3cd05
9577182,fl:hi_ln:sato-74,Hideo Sato,a039c493-16c8-11ed-9b5f-1234bde3cd05
11242609,fl:mi_ln:rodriguez-11,Miguel Rodriguez,0bfb9733-16c8-11ed-9b5f-1234bde3cd05
10959330,fl:su_ln:fukutake-1,Sunao Fukutake,881e9b43-16c8-11ed-9b5f-1234bde3cd05
12476400,fl:te_ln:qin-2,Teng Qin,3ada63e6-16c8-11ed-9b5f-1234bde3cd05
9528761,fl:ch_ln:rebbeck-1,Christine L. Rebbeck,e6641dcf-16c7-11ed-9b5f-1234bde3cd05
12403843,fl:gi_ln:kim-17,Gil Ju Kim,755a2aab-16c8-11ed-9b5f-1234bde3cd05
D1039710,fl:ke_ln:xie-4,Kevin Xie,15c69712-16c8-11ed-9b5f-1234bde3cd05
10022899,fl:be_ln:voith-1,Bernhard Voith,2a9034c8-16c8-11ed-9b5f-1234bde3cd05
10267903,fl:ne_ln:macleod-1,Neil Angus Macleod,01d0b911-16c8-11ed-9b5f-1234bde3cd05
11798551,fl:su_ln:golani-2,Sushil Golani,f1923f32-16c7-11ed-9b5f-1234bde3cd05
9559578,fl:ge_ln:schrom-1,Gerhard Schrom,c23317c8-16c7-11ed-9b5f-1234bde3cd05
10614561,fl:ge_ln:li-15,Ge Li,13e81279-16c8-11ed-9b5f-1234bde3cd05
D904229,fl:kl_ln:bischoff-1,Klaus Bischoff,5fe0d2aa-16c8-11ed-9b5f-1234bde3cd05
D797636,fl:su_ln:chung-90,Suny Chung,198abe92-16c8-11ed-9b5f-1234bde3cd05
11562229,fl:fe_ln:lee-10,Feng-Min Lee,90eaa921-16c8-11ed-9b5f-1234bde3cd05
10280135,fl:th_ln:knauf-1,Thomas Knauf,6c4ae11a-16c8-11ed-9b5f-1234bde3cd05
9326055,fl:wa_ln:kellermann-1,Walter Kellermann,0f51f729-16c8-11ed-9b5f-1234bde3cd05
11959488,fl:yo_ln:kim-858,Yongmin Kim,1aeb3c64-16c8-11ed-9b5f-1234bde3cd05
D1056317,fl:ch_ln:wang-1513,Chunhuai Wang,35a7da9f-16c8-11ed-9b5f-1234bde3cd05
9045685,fl:st_ln:gray-8,Steven D. Gray,e2ba2e4d-16c7-11ed-9b5f-1234bde3cd05
9546250,fl:ma_ln:ellul-1,Maria D. Ellul,ef0419c2-16c7-11ed-9b5f-1234bde3cd05
9038397,fl:ka_ln:phillips-11,Kathleen R. Phillips,0b2e2fa4-16c8-11ed-9b5f-1234bde3cd05
9297985,fl:sh_ln:sugita-16,Shigenobu Sugita,b47a9ceb-16c7-11ed-9b5f-1234bde3cd05
10761583,fl:bi_ln:acun-1,Bilge Acun,09e19e20-16c8-11ed-9b5f-1234bde3cd05
10789846,fl:mi_ln:robinson-18,Michael Alan Robinson,ed73e24d-16c7-11ed-9b5f-1234bde3cd05
11797827,fl:jo_ln:rahmon-1,John Rahmon,6b3fdc33-16c8-11ed-9b5f-1234bde3cd05
9503502,fl:ad_ln:carlson-4,Adam Carlson,5836da24-16c8-11ed-9b5f-1234bde3cd05
10121388,fl:ca_ln:seim-2,Caitlyn Seim,ec2f0cf3-16c7-11ed-9b5f-1234bde3cd05
8985758,fl:ma_ln:kanungo-1,Mandakini Kanungo,81aa2714-16c8-11ed-9b5f-1234bde3cd05
D971005,fl:ka_ln:quist-2,Karl QUIST,2253c976-16c8-11ed-9b5f-1234bde3cd05
9878450,fl:th_ln:hall-9,Thomas D. Hall,816d1ecf-16c8-11ed-9b5f-1234bde3cd05
10165205,fl:ch_ln:tang-201,Cheng Tang,7425e619-16c8-11ed-9b5f-1234bde3cd05
12375713,fl:yu_ln:wu-455,Yu Wen Wu,3b444e27-16c8-11ed-9b5f-1234bde3cd05
9432802,fl:sh_ln:kusakari-1,Shin Kusakari,1d2251c8-16c8-11ed-9b5f-1234bde3cd05
9020170,fl:yo_ln:hosoi-8,Yoji Hosoi,8d09bc30-16c8-11ed-9b5f-1234bde3cd05
10885188,fl:be_ln:batur-1,Berker Batur,3f0d5d7e-16c8-11ed-9b5f-1234bde3cd05
11176967,fl:pr_ln:sundareson-1,Prabindh Sundareson,371ed099-16c8-11ed-9b5f-1234bde3cd05
9499618,fl:hi_ln:tabuchi-14,Hisahiro Tabuchi,42f90495-16c8-11ed-9b5f-1234bde3cd05
D1091743,fl:do_ln:kang-53,Dong Woo Kang,9895ee55-16c8-11ed-9b5f-1234bde3cd05
9259098,fl:ne_ln:wiggermann-1,Neal Wiggermann,e7eb6fb6-16c7-11ed-9b5f-1234bde3cd05
D798358,fl:ad_ln:ruggles-2,Adam M. Ruggles,ef24d1ba-16c7-11ed-9b5f-1234bde3cd05
9912432,fl:da_ln:imamura-3,Daichi Imamura,3b444e27-16c8-11ed-9b5f-1234bde3cd05
11622377,fl:we_ln:chang-216,Wenting Chang,3b444e27-16c8-11ed-9b5f-1234bde3cd05
11958142,fl:cr_ln:knoener-1,Craig Steven Knoener,1aa73155-16c8-11ed-9b5f-1234bde3cd05
10069490,fl:su_ln:kannan-4,Sukeshwar Kannan,05de7340-16c8-11ed-9b5f-1234bde3cd05
D881301,fl:qi_ln:jin-35,Qiuwang Jin,93778f03-16c8-11ed-9b5f-1234bde3cd05
11071411,fl:ju_ln:zhou-44,Jun Zhou,82e6e4b1-16c8-11ed-9b5f-1234bde3cd05
12002557,fl:do_ln:thomas-13,"Donald C. Thomas, III",f3f163b6-16c7-11ed-9b5f-1234bde3cd05
11882736,fl:ch_ln:lee-2267,Changmoo Lee,3eea8bf8-16c8-11ed-9b5f-1234bde3cd05
10279989,fl:ja_ln:hunt-4,Jay J. Hunt,ddf15faf-16c7-11ed-9b5f-1234bde3cd05
10735510,fl:lo_ln:gupta-3,Lokesh M. Gupta,c6928c8c-16c7-11ed-9b5f-1234bde3cd05
11046051,fl:ri_ln:koba-2,Richard J. Koba,086fa9bb-16c8-11ed-9b5f-1234bde3cd05
10010625,fl:ei_ln:geoghegan-1,Eileen Geoghegan,99a9a88c-16c8-11ed-9b5f-1234bde3cd05
11998201,fl:br_ln:spinneweber-1,Brian K. Spinneweber,edfab6f6-16c7-11ed-9b5f-1234bde3cd05
D1083576,fl:al_ln:au-6,Alan C. Au,66685891-49af-11ed-9879-1234bde3cd05
10886182,fl:ch_ln:cheng-337,Chao-Ching Cheng,90eaa921-16c8-11ed-9b5f-1234bde3cd05
10438767,fl:ia_ln:hunt-2,Ian Strider Hunt,a5099303-16c8-11ed-9b5f-1234bde3cd05
11468058,fl:as_ln:clemmensen-1,Asbjørn Clemmensen,bab0afc5-16c7-11ed-9b5f-1234bde3cd05
9093201,fl:el_ln:platzgummer-1,Elmar Platzgummer,15c549e5-16c8-11ed-9b5f-1234bde3cd05
9926632,fl:se_ln:kim-534,Seo-Kon Kim,1aeb68dd-16c8-11ed-9b5f-1234bde3cd05
11155533,fl:ki_ln:dinehart-1,Kirk Dinehart,0995b406-16c8-11ed-9b5f-1234bde3cd05
10305557,fl:ju_ln:choi-261,Junil Choi,1aeb3c64-16c8-11ed-9b5f-1234bde3cd05
10237164,fl:ma_ln:sundt-1,Mark Sundt,0e5a822b-16c8-11ed-9b5f-1234bde3cd05
9319218,fl:ch_ln:lee-2105,Chulkyu Lee,1893009c-16c8-11ed-9b5f-1234bde3cd05
10293039,fl:jo_ln:obar-1,Joshua Obar,a2d2311e-16c8-11ed-9b5f-1234bde3cd05
11441745,fl:mi_ln:kim-316,Minjun KIM,1aeb3c64-16c8-11ed-9b5f-1234bde3cd05
12456355,fl:sc_ln:graham-11,Scott Graham,fcbdc548-16c7-11ed-9b5f-1234bde3cd05
12429407,fl:xu_ln:zhang-83,Xu Zhang,34b5ef8f-16c8-11ed-9b5f-1234bde3cd05
12354936,fl:ol_ln:schilling-1,Oliver Schilling,1c0b3672-16c8-11ed-9b5f-1234bde3cd05
10238413,fl:da_ln:cagle-1,David J. Cagle,edfab6f6-16c7-11ed-9b5f-1234bde3cd05
10267721,fl:ka_ln:takeda-43,Kazuo Takeda,42f90495-16c8-11ed-9b5f-1234bde3cd05
9574355,fl:je_ln:meyer-36,Jesse Meyer,05dc62b6-16c8-11ed-9b5f-1234bde3cd05
11533003,fl:wo_ln:youm-2,Wooseup Youm,3eb30168-16c8-11ed-9b5f-1234bde3cd05
10378196,fl:do_ln:huber-11,Donald G. Huber,3dc9189b-16c8-11ed-9b5f-1234bde3cd05
11664601,fl:mi_ln:chen-245,Ming Chen,c6a61746-16c7-11ed-9b5f-1234bde3cd05
9860316,fl:ig_ln:kabiljo-1,Igor Kabiljo,a26e22db-16c8-11ed-9b5f-1234bde3cd05
9834319,fl:ch_ln:jones-84,Christopher C. Jones,224d8bfb-16c8-11ed-9b5f-1234bde3cd05
8966940,fl:te_ln:kumada-1,Tetsuya Kumada,42f90495-16c8-11ed-9b5f-1234bde3cd05
9757194,fl:fr_ln:morady-1,Fred Morady,4c7a9f37-16c8-11ed-9b5f-1234bde3cd05
11061500,fl:ya_ln:chang-19,Yaw-Guang Chang,5bd47c9c-16c8-11ed-9b5f-1234bde3cd05
10714588,fl:ch_ln:lin-793,Chih-Han Lin,90eaa921-16c8-11ed-9b5f-1234bde3cd05
9165670,fl:er_ln:sharon-3,Eran Sharon,1c490d32-16c8-11ed-9b5f-1234bde3cd05
10282762,fl:au_ln:falconer-1,Aubrey Falconer,c39d6c80-16c7-11ed-9b5f-1234bde3cd05
9492131,fl:ra_ln:bhat-28,Ravindra Bhat,789bce50-16c8-11ed-9b5f-1234bde3cd05
11765912,fl:in_ln:tortorelli-1,Innocenzo Tortorelli,94c6f2fc-16c8-11ed-9b5f-1234bde3cd05
11200569,fl:er_ln:winer-2,Eric Neiman Winer,92237ca2-16c8-11ed-9b5f-1234bde3cd05
D751407,fl:ja_ln:lepow-1,Jacqueline V. Lepow,ea60aac5-16c7-11ed-9b5f-1234bde3cd05
11713700,fl:mi_ln:mccord-3,Michael McCord,c91c8d5e-16c7-11ed-9b5f-1234bde3cd05
9671246,fl:br_ln:boschker-1,Breght Roderick Boschker,58cf9f02-16c8-11ed-9b5f-1234bde3cd05
D920449,fl:da_ln:wang-182,Danni Wang,3575c473-16c8-11ed-9b5f-1234bde3cd05
9306965,fl:ja_ln:heath-9,James E. Heath,ef247089-16c7-11ed-9b5f-1234bde3cd05
12165038,fl:ri_ln:zhao-5,Ritchie Zhao,04d946c2-16c8-11ed-9b5f-1234bde3cd05
10150793,fl:lu_ln:bellocchio-1,Luigi Bellocchio,13f6e933-16c8-11ed-9b5f-1234bde3cd05
12074745,fl:do_ln:lim-142,Dongguk LIM,1aeb3c64-16c8-11ed-9b5f-1234bde3cd05
9250271,fl:mi_ln:sperling-2,Michael A. Sperling,8d409a29-16c8-11ed-9b5f-1234bde3cd05
9542634,fl:ko_ln:vogel-1,Kolja Vogel,2e6da2cf-16c8-11ed-9b5f-1234bde3cd05
10756276,fl:sa_ln:kim-245,Sang Ah KIM,3eb30168-16c8-11ed-9b5f-1234bde3cd05
10708789,fl:ch_ln:tsai-94,Chiou-Wei Tsai,90eaa921-16c8-11ed-9b5f-1234bde3cd05
11226663,fl:aa_ln:gokhale-1,Aarti Gokhale,c23317c8-16c7-11ed-9b5f-1234bde3cd05
10101956,fl:ji_ln:ding-132,Jianxin Ding,93778f03-16c8-11ed-9b5f-1234bde3cd05
9270855,fl:ar_ln:hekimian-1,Armand Hekimian,c8ea0862-16c7-11ed-9b5f-1234bde3cd05
11733466,fl:ji_ln:wakjira-1,Jillcha F. Wakjira,f1436aaf-16c7-11ed-9b5f-1234bde3cd05
9966801,fl:ma_ln:rangel-2,Manuel Pinuela Rangel,b38b1284-16c7-11ed-9b5f-1234bde3cd05
11280883,fl:ji_ln:ru-3,Jifeng Ru,0becf5ff-16c8-11ed-9b5f-1234bde3cd05
11004671,fl:ja_ln:bullock-2,Jared Bullock,a034786b-16c8-11ed-9b5f-1234bde3cd05
10403680,fl:se_ln:nonoguchi-1,Seiji Nonoguchi,1d2251c8-16c8-11ed-9b5f-1234bde3cd05
11781222,fl:gu_ln:liu-113,Guiwu Liu,4b6a6f27-16c8-11ed-9b5f-1234bde3cd05
11845128,fl:jo_ln:jangam-1,John Samuel Dilip Jangam,a26e22db-16c8-11ed-9b5f-1234bde3cd05
11501127,fl:fr_ln:seban-1,Frédérick Seban,4730a528-16c8-11ed-9b5f-1234bde3cd05
9479999,fl:ji_ln:cao-188,Jiannong Cao,9d7f66d3-16c8-11ed-9b5f-1234bde3cd05
10039885,fl:eu_ln:chow-1,Eugene M. Chow,c402c9a6-16c7-11ed-9b5f-1234bde3cd05
9571937,fl:ke_ln:tsutsumiuchi-1,Keita Tsutsumiuchi,9fec6063-16c8-11ed-9b5f-1234bde3cd05
10882409,fl:yo_ln:nakaso-1,Yoshiaki Nakaso,42f90495-16c8-11ed-9b5f-1234bde3cd05
11931495,fl:ol_ln:jansson-2,Olof Jansson,8a4493af-16c8-11ed-9b5f-1234bde3cd05
11844226,fl:hs_ln:lin-9,Hsing-Lien Lin,90eaa921-16c8-11ed-9b5f-1234bde3cd05
9419206,fl:ky_ln:kim-215,Kyung Soo Kim,5fb8332f-16c8-11ed-9b5f-1234bde3cd05
10207338,fl:th_ln:reichenberger-1,Thomas Reichenberger,1352ae15-16c8-11ed-9b5f-1234bde3cd05
11998755,fl:je_ln:kessler-2,Jeffrey Kessler,4affd925-16c8-11ed-9b5f-1234bde3cd05
10143315,fl:mi_ln:pyle-2,Michael Lee Pyle,ebac27a1-16c7-11ed-9b5f-1234bde3cd05
10325200,fl:ga_ln:li-26,Gang Li,3b444e27-16c8-11ed-9b5f-1234bde3cd05
D985980,fl:gu_ln:cao-38,Guohua Cao,81701012-49af-11ed-9879-1234bde3cd05
9880061,fl:sh_ln:wang-879,Shuoqin Wang,c4361d91-16c7-11ed-9b5f-1234bde3cd05
8992114,fl:al_ln:ajanovic-1,Alosman Ajanovic,a261936e-16c8-11ed-9b5f-1234bde3cd05
9854975,fl:be_ln:hendriks-3,Bernardus Hendrikus Wilhelmus Hendriks,789bce50-16c8-11ed-9b5f-1234bde3cd05
D815790,fl:an_ln:olson-15,Andrew Olson,d346df0d-16c7-11ed-9b5f-1234bde3cd05
10368219,fl:ra_ln:naik-10,Rashmi Naik,0964f81d-16c8-11ed-9b5f-1234bde3cd05
10483035,fl:ba_ln:scott-10,Baker Scott,13f05eea-16c8-11ed-9b5f-1234bde3cd05
12423935,fl:al_ln:williams-55,Alex Williams,ed748f0f-16c7-11ed-9b5f-1234bde3cd05
10241099,fl:vl_ln:korzh-1,Vladimir Korzh,8801128f-16c8-11ed-9b5f-1234bde3cd05
10400167,fl:th_ln:mebrahtu-1,Thomas Mebrahtu,ff6aaf1e-16c7-11ed-9b5f-1234bde3cd05
9178568,fl:yo_ln:hong-44,Young Tack Hong,3eb3274f-16c8-11ed-9b5f-1234bde3cd05
10136620,fl:th_ln:lutz-10,Thomas Lutz,d5f28718-16c7-11ed-9b5f-1234bde3cd05
12115606,fl:je_ln:ihde-2,Jeffery R. Ihde,7b039483-16c8-11ed-9b5f-1234bde3cd05
10677277,fl:ja_ln:spain-1,Jason T. Spain,e6d4ce42-16c7-11ed-9b5f-1234bde3cd05
12374429,fl:li_ln:nilsson-1,Lina Maria NILSSON,c1bffd96-16c7-11ed-9b5f-1234bde3cd05
11542866,fl:ma_ln:defore-1,Matthew C. DeFore,64a4fd76-49af-11ed-9879-1234bde3cd05
12410291,fl:to_ln:higashimoto-1,Toru Higashimoto,8d09bc30-16c8-11ed-9b5f-1234bde3cd05
9459548,fl:na_ln:yoshie-2,Naoki Yoshie,8a6de2aa-16c8-11ed-9b5f-1234bde3cd05
11327252,fl:to_ln:hikosaka-8,Tomohiro Hikosaka,174da474-16c8-11ed-9b5f-1234bde3cd05
10872109,fl:da_ln:suleman-1,Dani Suleman,c402c9a6-16c7-11ed-9b5f-1234bde3cd05
9342952,fl:za_ln:hollis-1,Zachary Hollis,d1be55cf-16c7-11ed-9b5f-1234bde3cd05
12342021,fl:ch_ln:hundersmarck-1,Christopher Fulton Hundersmarck,92237ca2-16c8-11ed-9b5f-1234bde3cd05
10833600,fl:ji_ln:jiang-83,Jiahui Jiang,358d40d0-16c8-11ed-9b5f-1234bde3cd05
10717614,00448vjoe1ffu3l2nm9daeh2m,Jeff Hirschi,c7b17012-16c7-11ed-9b5f-1234bde3cd05
10361254,fl:jo_ln:kim-725,Jongseok Kim,755a6338-16c8-11ed-9b5f-1234bde3cd05
12104904,fl:te_ln:akashi-4,Teruhisa Akashi,8bf1d783-16c8-11ed-9b5f-1234bde3cd05
9520705,fl:mi_ln:dosch-3,Michael Dosch,25eb036a-16c8-11ed-9b5f-1234bde3cd05
10056537,fl:wo_ln:choi-86,Woohyung Choi,1aeb3c64-16c8-11ed-9b5f-1234bde3cd05
D1030451,fl:ry_ln:kallas-1,Ryan Kallas,b49331ea-16c7-11ed-9b5f-1234bde3cd05
11599688,fl:jo_ln:fant-3,John Fant,ff667b5b-16c7-11ed-9b5f-1234bde3cd05
9497363,fl:ch_ln:yu-459,Ching Yu,90e7ba7e-16c8-11ed-9b5f-1234bde3cd05
10929696,fl:la_ln:nookala-1,Lakshmi Nookala,e79e7d04-16c7-11ed-9b5f-1234bde3cd05
9584072,fl:va_ln:kaper-1,Valery S. Kaper,0b2db200-16c8-11ed-9b5f-1234bde3cd05
D1045921,fl:ry_ln:byrd-1,Ryan Christopher Byrd,f5286e2d-16c7-11ed-9b5f-1234bde3cd05
11681133,fl:ch_ln:distasio-1,Christopher C. Distasio,d929a955-16c7-11ed-9b5f-1234bde3cd05
10898025,fl:ad_ln:steiner-2,Adrian Steiner,e0ed562f-16c7-11ed-9b5f-1234bde3cd05
10319235,fl:aa_ln:beniwal-1,Aaina Beniwal,bbb22034-16c7-11ed-9b5f-1234bde3cd05
12246456,fl:ki_ln:fu-1,Kin Chung Denny Fu,881ecc4c-16c8-11ed-9b5f-1234bde3cd05
10602309,fl:to_ln:camps-1,Tom Camps,5fe16dc8-16c8-11ed-9b5f-1234bde3cd05
11902324,fl:al_ln:irimie-1,Alin Irimie,ef24e429-16c7-11ed-9b5f-1234bde3cd05
10139239,fl:er_ln:israelsson-1,Erik Israelsson,4027393c-16c8-11ed-9b5f-1234bde3cd05
9240106,fl:ma_ln:iizuka-25,Mamoru Iizuka,8cebf176-16c8-11ed-9b5f-1234bde3cd05
11588788,fl:ju_ln:munn-1,Jude M. Munn,c324710f-16c7-11ed-9b5f-1234bde3cd05
